revision;file;nodeIdentifier1;nodeIdentifier2
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_1b24a_2a20c/rev_1b24a-2a20c.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;public String getFlushPath(long estimatedSize, String version)    ;public String getFlushPath(long estimatedSize, String version)    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_1b24a_2a20c/rev_1b24a-2a20c.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;public SSTableWriter createFlushWriter(long estimatedRows, long estimatedSize) throws IOException    ;public SSTableWriter createFlushWriter(long estimatedRows, long estimatedSize) throws IOException    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_1b24a_21ee7/rev_1b24a-21ee7.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;public String getFlushPath(long estimatedSize, String version)    ;public String getFlushPath(long estimatedSize, String version)    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_1b24a_21ee7/rev_1b24a-21ee7.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;public SSTableWriter createFlushWriter(long estimatedRows, long estimatedSize) throws IOException    ;public SSTableWriter createFlushWriter(long estimatedRows, long estimatedSize) throws IOException    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_1b433_a6994/rev_1b433-a6994.revisions;/projects/OG-Core/src/main/java/com/opengamma/core/obligor/Sector.java;1451876589890;;  // TODO: Extend this list to include a comprehensive list of sector classifications (ICB classification) /**  * Attempt to lookup a sector from a string that may contain spaces, different  * capitalisation etc. If not found, null will be returned.  *  * @param alias the alias to find a Sector by  * @return the matching Sector if found, null otherwise  */ public static Sector from(String alias) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/gradleplugin/userinterface/swing/generic/AbstractGradleUIInstance.java;public void setCustomPanelToSetupTab( JComponent component ) ;public void setCustomPanelToSetupTab( JComponent component ) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/gradleplugin/userinterface/swing/generic/AbstractGradleUIInstance.java;public void setOutputTextFont( Font font ) ;public void setOutputTextFont( Font font ) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-open-api/src/main/groovy/org/gradle/openapi/external/ui/BasicGradleUIVersion1.java;public OutputUILordVersion1 getOutputLord();public OutputUILordVersion1 getOutputLord()
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/gradleplugin/userinterface/swing/generic/OutputPanelLord.java;private AlternateUIInteraction alternateUIInteraction;private AlternateUIInteraction alternateUIInteraction
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/gradleplugin/userinterface/swing/generic/OutputPanelLord.java;private Font font;private Font font
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/openapi/wrappers/ui/AbstractOpenAPIUIWrapper.java;protected GradleInterfaceWrapper gradleInterfaceWrapper;protected GradleInterfaceWrapper gradleInterfaceWrapper
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/openapi/wrappers/ui/AbstractOpenAPIUIWrapper.java;private OutputUILordWrapper outputUILordWrapper;private OutputUILordWrapper outputUILordWrapper
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_1cbca_96ba2/rev_1cbca-96ba2.revisions;/subprojects/gradle-ui/src/main/java/org/gradle/openapi/wrappers/ui/AbstractOpenAPIUIWrapper.java;public OutputUILordVersion1 getOutputLord()    ;public OutputUILordVersion1 getOutputLord()    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_atmosphere/revisions/rev_1e2e2_a32a5/rev_1e2e2-a32a5.revisions;/modules/cpr/src/main/java/org/atmosphere/cpr/AtmosphereServlet.java;public final static String DROP_ACCESS_CONTROL_ALLOW_ORIGIN_HEADER ;public final static String DROP_ACCESS_CONTROL_ALLOW_ORIGIN_HEADER 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_atmosphere/revisions/rev_02c3a_82471/rev_02c3a-82471.revisions;/modules/gwt/atmosphere-gwt-client/src/main/java/org/atmosphere/gwt/rebind/SerializerGenerator.java;@Override	public RebindResult generateIncrementally(TreeLogger logger, GeneratorContextExt context, String typeName) throws UnableToCompleteException ;@Override	public RebindResult generateIncrementally(TreeLogger logger, GeneratorContextExt context, String typeName) throws UnableToCompleteException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_02ff4_f8936/rev_02ff4-f8936.revisions;/tightdb-java-test/src/test/java/com/tightdb/typed/GroupTest.java;@Test(expectedExceptions = IllegalArgumentException.class)    public void shouldThrowExceptionOnOpenWrongFileReadOnly() throws IOException ;@Test(expectedExceptions = IllegalArgumentException.class)    public void shouldThrowExceptionOnOpenWrongFileReadOnly() throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2ce7b_e863c/rev_2ce7b-e863c.revisions;/src/java/org/apache/cassandra/cql3/statements/CreateKeyspaceStatement.java;public CreateKeyspaceStatement(String name, KSPropDefs attrs)    ;public CreateKeyspaceStatement(String name, KSPropDefs attrs)    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2ce7b_e863c/rev_2ce7b-e863c.revisions;/src/java/org/apache/cassandra/cql3/statements/CreateColumnFamilyStatement.java;public void applyPropertiesTo(CFMetaData cfmd) throws InvalidRequestException, ConfigurationException    ;public void applyPropertiesTo(CFMetaData cfmd) throws RequestValidationException    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2d210_da636/rev_2d210-da636.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;private NamesQueryFilter getExtraFilter(IndexClause clause)    ;private NamesQueryFilter getExtraFilter(IndexClause clause)    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2d210_da636/rev_2d210-da636.revisions;/src/java/org/apache/cassandra/db/ColumnFamilyStore.java;private static boolean isIdentityFilter(SliceQueryFilter filter)    ;private static boolean isIdentityFilter(SliceQueryFilter filter)    
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/FieldsReader.java;private void addFieldLazy(Document doc, FieldInfo fi, boolean binary, boolean tokenize, boolean cacheResult) throws IOException ;private void addFieldLazy(Document doc, FieldInfo fi, boolean binary, boolean tokenize, boolean cacheResult) throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/FieldsReader.java;private final boolean cacheResult;private final boolean cacheResult
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/FieldsReader.java;public LazyField(String name, Field.Store store, int toRead, long pointer, boolean isBinary, boolean cacheResult) ;public LazyField(String name, Field.Store store, int toRead, long pointer, boolean isBinary, boolean cacheResult) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/FieldsReader.java;public LazyField(String name, Field.Store store, Field.Index index, Field.TermVector termVector, int toRead, long pointer, boolean isBinary, boolean cacheResult) ;public LazyField(String name, Field.Store store, Field.Index index, Field.TermVector termVector, int toRead, long pointer, boolean isBinary, boolean cacheResult) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final byte[] norms;private final byte[] norms
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final float value;private final float value
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private static final int SCORE_CACHE_SIZE ;private static final int SCORE_CACHE_SIZE 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final float[] scoreCache ;private final float[] scoreCache 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final int endMinus1;private final int endMinus1
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final static int CHUNK ;private final static int CHUNK 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private int gen;private int gen
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final int[] counts ;private final int[] counts 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final int[] gens ;private final int[] gens 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;boolean noDocs;boolean noDocs
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java; private final static class ChunkState ; private final static class ChunkState 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;final DocsAndPositionsEnum posEnum;final DocsAndPositionsEnum posEnum
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;final int offset;final int offset
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;final boolean useAdvance;final boolean useAdvance
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;int posUpto;int posUpto
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;int posLimit;int posLimit
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;int lastPos;int lastPos
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;public ChunkState(DocsAndPositionsEnum posEnum, int offset, boolean useAdvance) ;public ChunkState(DocsAndPositionsEnum posEnum, int offset, boolean useAdvance) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private final ChunkState[] chunkStates;private final ChunkState[] chunkStates
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private int docID ;private int docID 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;private int freq;private int freq
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;ExactPhraseScorer(Weight weight, PhraseQuery.PostingsAndFreq[] postings,                    Similarity similarity, byte[] norms) throws IOException ;ExactPhraseScorer(Weight weight, PhraseQuery.PostingsAndFreq[] postings,                    Similarity similarity, byte[] norms) throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;@Override  public int nextDoc() throws IOException ;@Override  public int nextDoc() throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;@Override  public int advance(int target) throws IOException ;@Override  public int advance(int target) throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/ExactPhraseScorer.java;@Override  public String toString() ;@Override  public String toString() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java; static class PostingsAndFreq implements Comparable<PostingsAndFreq> ; static class PostingsAndFreq implements Comparable<PostingsAndFreq> 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java;final DocsAndPositionsEnum postings;final DocsAndPositionsEnum postings
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java;final int docFreq;final int docFreq
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java;final int position;final int position
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java;public PostingsAndFreq(DocsAndPositionsEnum postings, int docFreq, int position) ;public PostingsAndFreq(DocsAndPositionsEnum postings, int docFreq, int position) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/search/PhraseQuery.java;public int compareTo(PostingsAndFreq other) ;public int compareTo(PostingsAndFreq other) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/payloads/TestPayloadTermQuery.java;private IndexReader reader;private IndexReader reader
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java;public static void verifyEquals(Random r, IndexReader r1, Directory dir2, String idField) throws Throwable ;public static void verifyEquals(Random r, IndexReader r1, Directory dir2, String idField) throws Throwable 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/util/TestNumericUtils.java;private void assertLongRangeSplit(final long lower, final long upper, int precisionStep,    final boolean useBitSet, final Iterable<Long> expectedBounds, final Iterable<Integer> expectedShifts  ) throws Exception ;private void assertLongRangeSplit(final long lower, final long upper, int precisionStep,    final boolean useBitSet, final Iterable<Long> expectedBounds, final Iterable<Integer> expectedShifts  ) throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/util/TestNumericUtils.java;private void assertIntRangeSplit(final int lower, final int upper, int precisionStep,    final boolean useBitSet, final Iterable<Integer> expectedBounds, final Iterable<Integer> expectedShifts  ) throws Exception ;private void assertIntRangeSplit(final int lower, final int upper, int precisionStep,    final boolean useBitSet, final Iterable<Integer> expectedBounds, final Iterable<Integer> expectedShifts  ) throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/queries/src/test/org/apache/lucene/search/BooleanFilterTest.java;private void addDoc(RandomIndexWriter writer, String accessRights, String price, String date, String inStock) throws IOException	;private void addDoc(RandomIndexWriter writer, String accessRights, String price, String date, String inStock) throws IOException	
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/queries/src/test/org/apache/lucene/search/regex/TestRegexQuery.java;private IndexReader reader;private IndexReader reader
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/queries/src/test/org/apache/lucene/search/regex/TestRegexQuery.java;private Directory directory;private Directory directory
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/TestMultiPhraseQuery.java;private void add(String s, RandomIndexWriter writer) throws IOException ;private void add(String s, RandomIndexWriter writer) throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/TestMultiPhraseQuery.java;private void add(String s, String type, RandomIndexWriter writer)      throws IOException ;private void add(String s, String type, RandomIndexWriter writer)      throws IOException 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/TestMultiPhraseQuery.java;public void testEmptyToString() ;public void testEmptyToString() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/TestPrefixInBooleanQuery.java;@Override  public void tearDown() throws Exception ;@Override  public void tearDown() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/Term.java;public Term(String fld, BytesRef bytes) ;public Term(String fld, BytesRef bytes) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/Term.java;public Term(String fld, BytesRef bytes, boolean intern) ;public Term(String fld, BytesRef bytes, boolean intern) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/Term.java;final void set(String fld, BytesRef bytes) ;final void set(String fld, BytesRef bytes) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/spans/TestFieldMaskingSpanQuery.java;protected Directory directory;protected Directory directory
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/spans/TestFieldMaskingSpanQuery.java;protected IndexReader reader;protected IndexReader reader
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestEmptyIndex.java;public void testTermsEnum() throws Exception ;public void testTermsEnum() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestEmptyIndex.java;public void termsEnumTest(IndexReader r) throws Exception ;public void termsEnumTest(IndexReader r) throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/search/TestSolrQueryParser.java;@BeforeClass  public static void beforeClass() throws Exception ;@BeforeClass  public static void beforeClass() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/search/TestSolrQueryParser.java;public static void createIndex() ;public static void createIndex() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/search/TestSolrQueryParser.java;@Test  public void testPhrase() ;@Test  public void testPhrase() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/handler/component/TermVectorComponentTest.java;@Test  public void testPerField() throws Exception ;@Test  public void testPerField() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/IndexFileDeleter.java;private SegmentInfos lastSegmentInfos;private SegmentInfos lastSegmentInfos
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/IndexFileDeleter.java;public SegmentInfos getLastSegmentInfos() ;public SegmentInfos getLastSegmentInfos() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/codecs/preflex/PreFlexFields.java;private static final boolean DEBUG_SURROGATES ;private static final boolean DEBUG_SURROGATES 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/codecs/preflex/PreFlexFields.java;protected boolean sortTermsByUnicode() ;protected boolean sortTermsByUnicode() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/codecs/preflex/PreFlexFields.java;private void setNewSuffixStart(BytesRef br1, BytesRef br2) ;private void setNewSuffixStart(BytesRef br1, BytesRef br2) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/codecs/preflex/PreFlexFields.java;IndexInput getFreqStream() ;IndexInput getFreqStream() 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/test/org/apache/lucene/search/TestRegexpRandom2.java;DumbRegexpQuery(Term term, int flags) ;DumbRegexpQuery(Term term, int flags) 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/contrib/extraction/src/test/java/org/apache/solr/handler/ExtractingRequestHandlerTest.java;@BeforeClass  public static void beforeClass() throws Exception ;@BeforeClass  public static void beforeClass() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/contrib/extraction/src/test/java/org/apache/solr/handler/ExtractingRequestHandlerTest.java;@Before  public void setUp() throws Exception ;@Before  public void setUp() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/util/PagedBytes.java;private final List<Integer> blockEnd ;private final List<Integer> blockEnd 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/util/PagedBytes.java;private final int[] blockEnds;private final int[] blockEnds
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/src/java/org/apache/lucene/index/DirectoryReader.java;private long maxIndexVersion;private long maxIndexVersion
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/update/processor/SignatureUpdateProcessorFactoryTest.java;@BeforeClass  public static void beforeClass() throws Exception ;@BeforeClass  public static void beforeClass() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/handler/TestReplicationHandler.java;@BeforeClass  public static void beforeClass() throws Exception ;@BeforeClass  public static void beforeClass() throws Exception 
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/solr/src/test/org/apache/solr/handler/TestReplicationHandler.java;File dataDir;File dataDir
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/queries/src/test/org/apache/lucene/search/ChainedFilterTest.java;private IndexReader reader;private IndexReader reader
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd.revisions;/lucene/contrib/queries/src/test/org/apache/lucene/search/ChainedFilterTest.java;@Override  public void tearDown() throws Exception ;@Override  public void tearDown() throws Exception 
