revision;possibleRenamings;renamingsDueToIdentation
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_27a51_2641b/rev_27a51-2641b.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_27ed6_207cd/rev_27ed6-207cd.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_28db5_41a62/rev_28db5-41a62.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_28de7_bdb71/rev_28de7-bdb71.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_29a8b_c5ee0/rev_29a8b-c5ee0.revisions;4;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_29a37_97630/rev_29a37-97630.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_29a66_5d168/rev_29a66-5d168.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_29f54_2b51a/rev_29f54-2b51a.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_30b09_0f09c/rev_30b09-0f09c.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_30cce_a5d51/rev_30cce-a5d51.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_30d36_e428a/rev_30d36-e428a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_31d51_94262/rev_31d51-94262.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_31d51_a37a0/rev_31d51-a37a0.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_032b7_c5a80/rev_032b7-c5a80.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_032f9_9e34b/rev_032f9-9e34b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_dropwizard/rev_32b52_841f0/rev_32b52-841f0.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_33a3d_e5e72/rev_33a3d-e5e72.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_graylog2server/revisions/rev_33a8a_74cae/rev_33a8a-74cae.revisions;25;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_33de6_78b73/rev_33de6-78b73.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_33dfc_b404f/rev_33dfc-b404f.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_34d29_6b943/rev_34d29-6b943.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_34d29_c2bdb/rev_34d29-c2bdb.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_34e66_11402/rev_34e66-11402.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_35b88_8f767/rev_35b88-8f767.revisions;4;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_35cf5_e866b/rev_35cf5-e866b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_35d4b_b7231/rev_35d4b-b7231.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_35d39_43847/rev_35d39-43847.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_35e8e_d9c2c/rev_35e8e-d9c2c.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_36a1e_17dd5/rev_36a1e-17dd5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_36db9_e3930/rev_36db9-e3930.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_36f8a_a89b2/rev_36f8a-a89b2.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_37d56_2933e/rev_37d56-2933e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_37ec7_8fe50/rev_37ec7-8fe50.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_37fe2_fed61/rev_37fe2-fed61.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_038e2_aae4b/rev_038e2-aae4b.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_38c12_3b55e/rev_38c12-3b55e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_38d61_ca1bb/rev_38d61-ca1bb.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_38d91_8d7f5/rev_38d91-8d7f5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_38e5c_70e31/rev_38e5c-70e31.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_38ec9_ea0a5/rev_38ec9-ea0a5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_39a38_47ac4/rev_39a38-47ac4.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_39dd8_4a3fa/rev_39dd8-4a3fa.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_040e6_06865/rev_040e6-06865.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_41a85_40a21/rev_41a85-40a21.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_41cc5_5e11f/rev_41cc5-5e11f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_41f8f_88b63/rev_41f8f-88b63.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_42bb9_bbe0e/rev_42bb9-bbe0e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_mct/revisions/rev_42cbc_49b5d/rev_42cbc-49b5d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_42d14_018a8/rev_42d14-018a8.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_43a98_cc831/rev_43a98-cc831.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_43c05_11eba/rev_43c05-11eba.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_43c05_be67f/rev_43c05-be67f.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_kotlin/revisions/rev_43dd5_32a00/rev_43dd5-32a00.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_43ede_cb07a/rev_43ede-cb07a.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_044eb_bcc87/rev_044eb-bcc87.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_44a85_d563e/rev_44a85-d563e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_44c21_52b20/rev_44c21-52b20.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_44c46_66aad/rev_44c46-66aad.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_44e8b_505d5/rev_44e8b-505d5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_45af9_9f0b0/rev_45af9-9f0b0.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_45bc3_5abf6/rev_45bc3-5abf6.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_45f93_e34ac/rev_45f93-e34ac.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_046c4_db953/rev_046c4-db953.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_046e7_f4d0c/rev_046e7-f4d0c.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_46b89_94950/rev_46b89-94950.revisions;4;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_46c0b_715c5/rev_46c0b-715c5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_46ea0_80472/rev_46ea0-80472.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_46ef9_c6b50/rev_46ef9-c6b50.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_46ef9_cf76b/rev_46ef9-cf76b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_46fc8_5e425/rev_46fc8-5e425.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_47ace_76db7/rev_47ace-76db7.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_47b2c_1bc2f/rev_47b2c-1bc2f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_47bbf_6e686/rev_47bbf-6e686.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_47cb9_20465/rev_47cb9-20465.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_47e2b_301c3/rev_47e2b-301c3.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_47edb_4b8bb/rev_47edb-4b8bb.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_48d02_8ab17/rev_48d02-8ab17.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_48da8_cbb98/rev_48da8-cbb98.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_48e8d_fc75f/rev_48e8d-fc75f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_voldemort/revisions/rev_48f27_35f75/rev_48f27-35f75.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_48f89_72e87/rev_48f89-72e87.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_voldemort/revisions/rev_49ec7_edc67/rev_49ec7-edc67.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_49f22_06803/rev_49f22-06803.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_050d1_0db8b/rev_050d1-0db8b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_050d1_8aeea/rev_050d1-8aeea.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_050d1_e23ff/rev_050d1-e23ff.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_050d6_1699e/rev_050d6-1699e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_50b49_0a418/rev_50b49-0a418.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_50d61_a9ace/rev_50d61-a9ace.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_51a4b_4fb85/rev_51a4b-4fb85.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_51a07_22fc2/rev_51a07-22fc2.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_51a9f_3e485/rev_51a9f-3e485.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_51d20_16d73/rev_51d20-16d73.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_53af5_cd30d/rev_53af5-cd30d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_53e48_7bde2/rev_53e48-7bde2.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_54b18_72172/rev_54b18-72172.revisions;16;4
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_54c6e_3c6e3/rev_54c6e-3c6e3.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_54e18_e46b3/rev_54e18-e46b3.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_54fbb_4dd1a/rev_54fbb-4dd1a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55b1a_3a51b/rev_55b1a-3a51b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55b1a_d128e/rev_55b1a-d128e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55c15_03d7b/rev_55c15-03d7b.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55d4d_26769/rev_55d4d-26769.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_55d59_d56c7/rev_55d59-d56c7.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55fba_353b2/rev_55fba-353b2.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_55fbb_6a806/rev_55fbb-6a806.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_56e0a_deac4/rev_56e0a-deac4.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_56f35_26bcb/rev_56f35-26bcb.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_56f83_618f1/rev_56f83-618f1.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_roboguice/revisions/rev_56fbe_532fa/rev_56fbe-532fa.revisions;2;2
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_57b8e_7fd27/rev_57b8e-7fd27.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_57f85_e4571/rev_57f85-e4571.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_58a27_20fb5/rev_58a27-20fb5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_58aa9_8aa25/rev_58aa9-8aa25.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_58b14_0d753/rev_58b14-0d753.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_58e52_0cd17/rev_58e52-0cd17.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_58f20_a338f/rev_58f20-a338f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_59a6a_5df99/rev_59a6a-5df99.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_60acf_2cecf/rev_60acf-2cecf.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_60b35_2e9f5/rev_60b35-2e9f5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_60eab_1921b/rev_60eab-1921b.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_60f09_d5061/rev_60f09-d5061.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_61a88_d8125/rev_61a88-d8125.revisions;56;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_61ada_3b25d/rev_61ada-3b25d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_062e2_f1995/rev_062e2-f1995.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_62af7_a811d/rev_62af7-a811d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_62b1e_adfc9/rev_62b1e-adfc9.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_62db9_80261/rev_62db9-80261.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_63a1e_a2c91/rev_63a1e-a2c91.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_64c0d_a7b80/rev_64c0d-a7b80.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_65a58_79dd4/rev_65a58-79dd4.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_65daa_4f2fd/rev_65daa-4f2fd.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_65dce_1ade3/rev_65dce-1ade3.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632.revisions;12;1
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_66f5e_25d1e/rev_66f5e-25d1e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_067ed_8b0d3/rev_067ed-8b0d3.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_67b0c_724d9/rev_67b0c-724d9.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_67c70_bddb9/rev_67c70-bddb9.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_67dec_76ada/rev_67dec-76ada.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_068b5_b6062/rev_068b5-b6062.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_68a6d_d0e2a/rev_68a6d-d0e2a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_68d4e_bbd49/rev_68d4e-bbd49.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_69b52_406d5/rev_69b52-406d5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_69e65_ac63e/rev_69e65-ac63e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_69f05_bc6b5/rev_69f05-bc6b5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_69f53_610f7/rev_69f53-610f7.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_070c1_94e41/rev_070c1-94e41.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_70b05_3b8e2/rev_70b05-3b8e2.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_71dfb_f8e02/rev_71dfb-f8e02.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_72ab5_8c9d5/rev_72ab5-8c9d5.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_72af0_a254e/rev_72af0-a254e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_73b0f_5411e/rev_73b0f-5411e.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_73b38_92d68/rev_73b38-92d68.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_73c69_b21a5/rev_73c69-b21a5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_73ced_3ed26/rev_73ced-3ed26.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_73eb6_4b6d6/rev_73eb6-4b6d6.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_73f47_d401d/rev_73f47-d401d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_73f50_1d6f6/rev_73f50-1d6f6.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_74b52_6c686/rev_74b52-6c686.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_junit/revisions/rev_74bb7_28ef5/rev_74bb7-28ef5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_voldemort/revisions/rev_74e0d_e4f51/rev_74e0d-e4f51.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_74e96_d9f06/rev_74e96-d9f06.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_74f32_f0676/rev_74f32-f0676.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_rxjava/rev_75b97_23f04/rev_75b97-23f04.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75d0a_c552c/rev_75d0a-c552c.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75fdb_36a1e/rev_75fdb-36a1e.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75ff5_fc33c/rev_75ff5-fc33c.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_76ad6_c4c04/rev_76ad6-c4c04.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_76bd8_94605/rev_76bd8-94605.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_netty/rev_76c84_4eac8/rev_76c84-4eac8.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_77aef_1189e/rev_77aef-1189e.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77b03_1908a/rev_77b03-1908a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77b4e_f8ead/rev_77b4e-f8ead.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_77b9e_c97ff/rev_77b9e-c97ff.revisions;6;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77bbc_23893/rev_77bbc-23893.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_clojure/revisions/rev_77be1_07f05/rev_77be1-07f05.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77d0c_13109/rev_77d0c-13109.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77ee3_5467f/rev_77ee3-5467f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_dropwizard/rev_77fa4_2ae08/rev_77fa4-2ae08.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_78ba8_7207a/rev_78ba8-7207a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_78f3a_6c79a/rev_78f3a-6c79a.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_079ae_d0dc5/rev_079ae-d0dc5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_mct/revisions/rev_79deb_e6938/rev_79deb-e6938.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_79e50_2bc07/rev_79e50-2bc07.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_082bf_8cb81/rev_082bf-8cb81.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_82db5_fb9ad/rev_82db5-fb9ad.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_82dd7_634ee/rev_82dd7-634ee.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jsoup/revisions/rev_83ad1_514dc/rev_83ad1-514dc.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_83b75_1a2f3/rev_83b75-1a2f3.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_83bc7_502b0/rev_83bc7-502b0.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_83ce9_6b6a4/rev_83ce9-6b6a4.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_83f9f_273c5/rev_83f9f-273c5.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_84a1d_c716f/rev_84a1d-c716f.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_84bc4_030aa/rev_84bc4-030aa.revisions;1;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_85aa7_ad89d/rev_85aa7-ad89d.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_85d02_50193/rev_85d02-50193.revisions;2;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_85d6c_2e279/rev_85d6c-2e279.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_85ea2_9c9d3/rev_85ea2-9c9d3.revisions;4;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_86a07_41ef8/rev_86a07-41ef8.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_087aa_be7cb/rev_087aa-be7cb.revisions;0;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_87e82_750b3/rev_87e82-750b3.revisions;3;0
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc.revisions;22;22
