revision;file;methodSignature
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/fudgemsg/ValueSpecificationFudgeBuilder;buildObject(FudgeDeserializer,FudgeMsg);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/fudgemsg/DependencyNodeFudgeBuilderTest;createGraph();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/depgraph/AbstractDependencyGraphBuilderTest;getTargetType();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calcnode/CalculationNodeTest;mockFunctionInvocationOneInputOneOutput();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/marketdata/availability/FixedMarketDataAvailabilityProvider;addAvailableRequirement(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/value/ValueRequirement;toString();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/calcnode/RemoteNodeJobInvoker;blacklist(FunctionBlacklistQuery,CalculationJob);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/depgraph/DepGraphLateResolutionTest;additionalRequirementBacktracking();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/function/resolver/ComputationTargetResults;getPartialResults(ComputationTarget);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/depgraph/DepGraphOptionalInputsTest;optionalInputsOneMissing();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/marketdata/MarketDataUtils;createMarketDataValue(String,ComputationTargetSpecification,ValueProperties);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/marketdata/InMemoryLKVMarketDataProvider;resolveRequirement(ExternalId,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/ResolutionFailurePrinter;visitMarketDataMissing(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/depgraph/DepGraphTestHelper;getValue1Bar();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/CachingComputationTargetResolver;cacheTrades(Collection<Trade>);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/fudgemsg/DependencyNodeFudgeBuilder;buildObject(FudgeDeserializer,FudgeMsg);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/compilation/SpecificRequirementsCompiler;execute(ViewCompilationContext);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/ComputationTargetSpecificationTest;test_getters_PortfolioNode();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/target/TargetResolverObject;getTargetResolver();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/fudgemsg/CalculationJobItemFudgeBuilder;buildObjectImpl(FudgeDeserializer,FudgeMsg,Map<Integer,ComputationTargetSpecification>,Map<Integer,String>,Map<Integer,FunctionParameters>);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/function/FunctionInputsImplTest;getBySpec();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/ViewProcessContext;asCompilationServices(MarketDataAvailabilityProvider);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/SingleResolvedValueProducer;addRef();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/ComputationTarget;toString();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/fudgemsg/ViewCycleExecutionOptionsFudgeBuilder;buildObject(FudgeDeserializer,FudgeMsg);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/cache/DefaultViewComputationCacheTest;testPutValuesMixedShared();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/calcnode/SimpleCalculationNodeFactory;afterPropertiesSet();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/position/csv/CSVPositionSourceTest;testLoadPortfolios();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/DependencyGraph;getExecutionOrder(DependencyNode,List<DependencyNode>,Set<DependencyNode>);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/DeltaDefinitionTest;createValueSpecification(String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/execution/MergingViewCycleExecutionSequence;merge(ViewCycleExecutionOptions,ViewCycleExecutionOptions);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/target/TargetResolverList;getTargetResolver();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/compilation/SecurityLinkResolver;resolveSecurities(PortfolioNode);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/fudgemsg/ValueSpecificationBuilderTest;testEncoding();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/DefaultComputationTargetResolver;toString();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/GetTerminalValuesCallback;resolved(GraphBuildingContext,ValueRequirement,ResolvedValue,ResolutionPump);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calcnode/RemoteNodeClientTest;createTestCalculationJob();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/GetFunctionsStep;run(GraphBuildingContext);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calc/ViewComputationJobTest;getAvailability(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calc/MultipleNodeExecutorTest;testTailGraphColouring();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/OrderedRunQueue;compare(ContextRunnable,ContextRunnable);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calc/CompositeMarketDataSnapshotTest;requirement(String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/ResultOutputModeTest;testOutputModes();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/DependencyGraphBuilder;reportStateSize();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/function/blacklist/RemoteFunctionBlacklistProviderTest;testRuleUpdates(ManageableFunctionBlacklist,FunctionBlacklist);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/ResultModelDefinition;getOutputMode(ComputationTargetType);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/calcnode/SimpleCalculationNode;invokeResult(FunctionInvoker,DeferredInvocationStatistics,Set<ValueSpecification>,Set<ValueSpecification>,Collection<ComputedValue>,CalculationJobResultItem);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/value/ComputedValue;toString();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/marketdata/availability/DomainMarketDataAvailabilityProvider;getAvailability(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/calcnode/WatchedJob;splitJob(WatchedJob,CalculationJob);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/function/MarketDataSourcingFunction;getTargetType();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/cache/WriteBehindViewComputationCacheTest;synchronizeCacheNoPending();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/test/PrimitiveTestFunction;getResults(FunctionCompilationContext,ComputationTarget);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/calcnode/WatchedJobTest;testWatchedJob_prepareRetryJob_split_two();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/compilation/ViewDefinitionCompiler;processDependencyGraphs(ViewCompilationContext);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/ViewProcessTest;testGraphRebuildWithStreamingModeOn();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/test/CalculationNodeUtils;getCalculationJob(MockFunction);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/NextFunctionStep;run(GraphBuildingContext);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/function/FunctionInputsImpl;getComputedValue(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/ResolutionFailureVisitor;visitMarketDataMissing(ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/depgraph/DepGraphConversionTest;twoLevelConversion();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/function/resolver/DefaultFunctionResolver;compile(InstantProvider);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/view/calc/SingleNodeExecutor;execute(DependencyGraph,Queue<ExecutionResult>,GraphExecutorStatisticsGatherer);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/tests/unit/com/opengamma/engine/view/cache/RemoteCacheRequestResponseTest;singleThreadPutLoadPurgeLoad();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_d456e_40daf/rev_d456e-40daf;/projects/OG-Engine/src/com/opengamma/engine/depgraph/ResolutionFailureImpl;toString();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_d3362_f6254/rev_d3362-f6254;/src/main/java/redis/clients/jedis/Jedis;auth(String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_d3362_f6254/rev_d3362-f6254;/src/main/java/redis/clients/jedis/Connection;sendCommand(String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_d3362_f6254/rev_d3362-f6254;/src/main/java/redis/clients/jedis/ShardedJedis;disconnect();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_d3844_4021f/rev_d3844-4021f;/src/java/org/apache/cassandra/db/index/AbstractSimplePerColumnSecondaryIndex;insert(ByteBuffer,IColumn);public void insert(ByteBuffer rowKey, IColumn column)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_d3844_4021f/rev_d3844-4021f;/src/java/org/apache/cassandra/db/DeletionTime;isDeleted(IColumn);public boolean isDeleted(IColumn column)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_da444_a03ac/rev_da444-a03ac;/src/java/org/apache/cassandra/cql/AlterTableStatement;applyPropertiesToCFMetadata(CFMetaData,CFPropDefs);public static void applyPropertiesToCFMetadata(CFMetaData cfm, CFPropDefs cfProps) throws InvalidRequestException, ConfigurationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Analytics/src/com/opengamma/financial/forex/calculator/CurrencyExposureForexCalculator;visitForexOptionVanilla(ForexOptionVanilla,YieldCurveBundle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Analytics/src/com/opengamma/financial/forex/calculator/PresentValueCurveSensitivityForexCalculator;visitForexOptionVanilla(ForexOptionVanilla,YieldCurveBundle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Analytics/src/com/opengamma/financial/forex/method/ForexOptionVanillaMethod;presentValueCurveSensitivity(ForexOptionVanilla,SmileDeltaTermStructureDataBundle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Analytics/src/com/opengamma/financial/forex/calculator/PresentValueForexCalculator;visitForexOptionVanilla(ForexOptionVanilla,YieldCurveBundle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Analytics/tests/unit/com/opengamma/financial/interestrate/future/method/FutureDerivativeVisitorTest;visitForwardRateAgreement(ForwardRateAgreement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dacab_615da/rev_dacab-615da;/projects/OG-Financial/src/com/opengamma/financial/analytics/ircurve/CurveDefinitionAndSpecifications;buildSyntheticCurveSpecificationBuilderConfiguration(Currency,IdentificationScheme);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_db467_899f7/rev_db467-899f7;/projects/OG-Analytics/tests/unit/com/opengamma/financial/model/finitedifference/CoupledFokkedPlankPDEtest;testDensity();@Test  public void testDensity() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dbb55_3a7d9/rev_dbb55-3a7d9;/src/java/org/apache/cassandra/tools/NodeProbe;scrub(String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dbb55_3a7d9/rev_dbb55-3a7d9;/src/java/org/apache/cassandra/service/StorageServiceMBean;scrub(String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dbc75_3ef3c/rev_dbc75-3ef3c;/projects/OG-MavenPlugin/src/main/java/com/opengamma/maven/scripts/ScriptableScriptGeneratorMojo;execute();@SuppressWarnings("unchecked")  @Override  public void execute() throws MojoExecutionException, MojoFailureException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc09e_54b67/rev_dc09e-54b67;/projects/OG-Financial/src/com/opengamma/financial/convention/InMemoryConventionBundleMaster;addConventionBundle(IdentifierBundle,String,DayCount,BusinessDayConvention,Period,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_dc9f3_0e708/rev_dc9f3-0e708;/lucene/core/src/java/org/apache/lucene/index/CheckIndex;checkDocValues(DocValues,String,DocValues.Type,int);private void checkDocValues(DocValues docValues, String fieldName, DocValues.Type expectedType, int expectedDocs) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dc457_5c7b2/rev_dc457-5c7b2;/src/java/org/apache/cassandra/cql3/statements/SelectStatement;makeFilter(List<ByteBuffer>);private IDiskAtomFilter makeFilter(List<ByteBuffer> variables)    throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dc457_5c7b2/rev_dc457-5c7b2;/src/java/org/apache/cassandra/cql3/statements/ModificationStatement;execute(ConsistencyLevel,QueryState,List<ByteBuffer>);public ResultMessage execute(ConsistencyLevel cl, QueryState queryState, List<ByteBuffer> variables) throws RequestExecutionException, RequestValidationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dc457_5c7b2/rev_dc457-5c7b2;/src/java/org/apache/cassandra/cql3/statements/UpdateStatement;buildKeyNames(CFDefinition,Map<ColumnIdentifier,List<Term>>,List<ByteBuffer>);static List<ByteBuffer> buildKeyNames(CFDefinition cfDef, Map<ColumnIdentifier, List<Term>> processed, List<ByteBuffer> variables)    throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/tests/unit/com/opengamma/language/view/ConfigureViewClientProcedureTest;createExtraConfiguration();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Financial/src/main/java/com/opengamma/financial/analytics/model/forex/option/black/FXOptionBlackPhiFunction;getResultProperties(ComputationTarget);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/tests/unit/com/opengamma/language/snapshot/YieldCurveTensorTest;assertValue(ManageableYieldCurveSnapshot,String,Double,Double);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/view/ViewClientDescriptor;staticSnapshot(UniqueId,UniqueId,InstantProvider);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Financial/src/main/java/com/opengamma/financial/analytics/model/forex/option/black/FXOptionBlackRhoFunction;getResultProperties(ComputationTarget);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/position/PortfolioUtils;getPortfolio(GlobalContext,UniqueId);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/position/FetchPortfolioFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/view/HistoricalExecutionSequenceFunction;generate(Instant,Instant,Integer,String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/SetSnapshotGlobalValueFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/SetYieldCurvePointFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Web/src/main/java/com/opengamma/web/server/push/analytics/formatting/SnapshotDataBundleFormatter;formatForExpandedDisplay(SnapshotDataBundle,ValueSpecification);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/GetSnapshotGlobalValueFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/identifier/PortfolioComponentIdentifiersFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/TakeSnapshotNowFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/value/ExpandComputedValuesFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/view/ViewPrimitiveCycleValueFunction;invokeImpl(SessionContext,Object[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/SnapshotViewResultProcedure;invoke(SessionContext,ViewClientHandle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/view/SetViewClientExecutionFlagFunction;invoke(ViewClientDescriptor,ViewExecutionFlags,boolean);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dc917_de8c9/rev_dc917-de8c9;/projects/OG-Language/Client/src/com/opengamma/language/snapshot/SetVolatilitySurfacePointFunction;convert(ObjectType,String,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dc999_e8bfc/rev_dc999-e8bfc;/src/java/org/apache/cassandra/service/StorageProxy;repair(ReadCommand,List<InetAddress>);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dc999_e8bfc/rev_dc999-e8bfc;/src/java/org/apache/cassandra/service/ReadResponseResolver;preprocess(Message);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dce20_530c4/rev_dce20-530c4;/projects/OG-Config/src/com/opengamma/config/test/MongoDBConfigMasterTestCase;createMongoConfigMaster();protected abstract MongoDBConfigMaster<T> createMongoConfigMaster();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dce20_530c4/rev_dce20-530c4;/projects/OG-Financial/tests/unit/com/opengamma/timeseries/config/MongoTimeSeriesMetaDataTest;createMongoConfigMaster();@Override  protected MongoDBConfigMaster<TimeSeriesMetaDataConfiguration> createMongoConfigMaster() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_dce20_530c4/rev_dce20-530c4;/projects/OG-Config/tests/unit/com/opengamma/config/db/UniqueIdentifierConfigMasterTest;createMongoConfigMaster();@Override  public MongoDBConfigMaster<UniqueIdentifier> createMongoConfigMaster() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_dd163_8dd1d/rev_dd163-8dd1d;/src/java/org/apache/cassandra/cache/ConcurrentLinkedHashCacheProvider;createMemoryWeigher();private static Weigher<IRowCacheEntry> createMemoryWeigher()    {
